store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,gallery,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,msrp_enabled,msrp_display_actual_price_type,price,special_price,weight,minimal_price,msrp,gift_wrapping_price,status,visibility,tax_class_id,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,page_layout,country_of_manufacture,gift_message_available,gift_wrapping_available,is_recurring,custom_design,ingredients,temperature,amount_of_water,time,nice_flowery_sentence,brewing
admin,base,Default,simple,56,GC0026,0,Jasmine Silver Monkey,,,,,,,jasmine-silver-monkey,jasmine-silver-monkey.html,Block after Info Column,/,/,/,Use config,Use config,68,,60,,,,Disabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/27/2014 0:00:00,2/2/2014 0:00:00,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Jasmine Silver Monkey,0,simple,,,,,,,,,,96-98乎C,2g for 200ml,3-5 mins,,
admin,base,Default,simple,"4,5,6,7,11,15,21,23,56,88,91",GC0005,0,Jasmine Winter Flakes,,,,,,,jasmine-winter-flakes,jasmine-winter-flakes.html,Block after Info Column,,,,Use config,Use config,48,39.4,60,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/13/2014 0:00:00,1/19/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,0,0,1,0,1,0,0,0,1,Jasmine Winter Flakes,0,simple,,,,,,,,,"Imperial Autumnal harvest of fine tippy green tea, with Jasmine flowers.",70-80乎C,2g for 200ml,3-4 mins,"A refined brew pure as winter snow, and light as drifting snowflakes. ",
admin,base,Default,simple,56,ACC0003,0,Jenaer Glas Concept 1.3l Teapot,,,,,,,jenaer-glas-concept-1-3l-teapot,jenaer-glas-concept-1-3l-teapot.html,Block after Info Column,,,,Use config,Use config,128,,660,,,,Disabled,"Catalog, Search",Taxable Goods,"Combining aesthetic appeal with functionality, each piece from the Jenaer Glas Concept series has been intricately designed to suit the needs of the modern kitchen.",test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jenaer Glas Concept 1.3l Teapot,0,simple,,,,,,,,,,,,,"An ideal tool for the tea connoisseur, Jenaer Glas is flavor-neutral and does not discolour. Jenaer Glas芫｢ resistance to extreme temperatures make it a valuable companion to enjoy your beverage with. Jenaer Glas products are dishwasher-friendly.  ",
admin,base,Default,simple,56,ACC0007,0,Jenaer Glas Concept 5oz Tea Cup Set,,,,,,,jenaer-glas-gourmet-5oz-tea-cup-set,jenaer-glas-gourmet-5oz-tea-cup-set.html,Block after Info Column,,,,Use config,Use config,45,,390,,,,Disabled,"Catalog, Search",Taxable Goods,Finer appreciation of beverages with this modern line of beverage accessories for the tea enthusiast.  Various designed forms open up the palate to the nuances among different teas.,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,0,,1,1,1,0,0,1,0,1,0,0,0,1,Jenaer Glas Concept 5oz Tea Cup Set,0,simple,,,,,,,,,,,,,"An ideal tool for the tea connoisseur, Jenaer Glas is flavor-neutral and does not discolour. A mix of stainless steel and glass, Jenaer Glas芫｢ resistance to extreme temperatures make it a valuable companion to enjoy your beverage with. Jenaer Glas products are dishwasher-friendly.

Comes in a set of 2 teacups and saucer. ",
admin,base,Default,simple,56,ACC0005,0,Jenaer Glas Good Mood 1.0l Teapot,,,,,,,jenaer-glas-good-mood-1-5l-teapot,jenaer-glas-good-mood-1-5l-teapot.html,Block after Info Column,,,,Use config,Use config,108,,500,,,,Disabled,"Catalog, Search",Taxable Goods,Finer appreciation of beverages with this modern line of beverage accessories for the tea enthusiast.  Various specially-designed forms open up the palate to the nuances among different teas.,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jenaer Glas Good Mood 1.0l Teapot,0,simple,,,,,,,,,,,,,"An ideal tool for the tea connoisseur, Jenaer Glas is flavor-neutral and does not discolour. Jenaer Glas芫｢ resistance to extreme temperatures make it a valuable companion to enjoy your beverage with. Jenaer Glas products are dishwasher-friendly.  ",
admin,base,Default,simple,56,ACC0006,0,Jenaer Glas Good Mood Single Serve 0.4l Teapot,,,,,,,jenaer-glas-good-mood-single-serve-teapot,jenaer-glas-good-mood-single-serve-teapot.html,Block after Info Column,,,,Use config,Use config,78,,420,,,,Disabled,"Catalog, Search",Taxable Goods,Finer appreciation of beverages with this modern line of beverage accessories for the tea enthusiast.  Various designed forms open up the palate to the nuances among different teas.,test description,,,,,,,,,97,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jenaer Glas Good Mood Single Serve 0.4l Teapot,0,simple,,,,,,,,,,,,,"An ideal tool for the tea connoisseur, Jenaer Glas is flavor-neutral and does not discolour. Jenaer Glas芫｢ resistance to extreme temperatures make it a valuable companion to enjoy your beverage with. Jenaer Glas products are dishwasher-friendly.  ",
admin,base,Default,simple,56,ACC0002,0,Jenaer Glas Gourmet 0.4l Teapot,,,,,,,jenaer-glas-concept-0-4l-teapot,jenaer-glas-concept-0-4l-teapot.html,Block after Info Column,,,,Use config,Use config,98,,420,,,,Disabled,"Catalog, Search",Taxable Goods,"Combining aesthetic appeal with functionality, each piece from the Jenaer Glas Concept series has been intricately designed to suit the needs of the modern kitchen.",test description,,,,,,,,,97,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jenaer Glas Gourmet 0.4l Teapot,0,simple,,,,,,,,,,,,,"An ideal tool for the tea connoisseur, Jenaer Glas is flavor-neutral and does not discolour. Jenaer Glas芫｢ resistance to extreme temperatures make it a valuable companion to enjoy your beverage with. Jenaer Glas products are dishwasher-friendly.  ",
admin,base,Default,simple,56,ACC0012,0,Jenaer Glas Gourmet 1.5l Teapot,,,,,,,jenaer-glas-concept-1-5l-teapot,jenaer-glas-concept-1-5l-teapot.html,Block after Info Column,,,,Use config,Use config,188,,640,,,,Disabled,"Catalog, Search",Taxable Goods,"Combining aesthetic appeal with functionality, each piece from the Jenaer Glas Concept series has been intricately designed to suit the needs of the modern kitchen.",test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:55,0,1,0,1,1,1,0,1,0,0,1,1,Jenaer Glas Gourmet 1.5l Teapot,0,simple,,,,,,,,,,,,,"An ideal tool for the tea connoisseur, Jenaer Glas is flavor-neutral and does not discolour. Jenaer Glas芫｢ resistance to extreme temperatures make it a valuable companion to enjoy your beverage with. Jenaer Glas products are dishwasher-friendly.  ",
admin,base,Default,simple,56,ACC0004,0,Jenaer Glas Gourmet 5oz Tea Cup Set,,,,,,,jenaer-glas-concept-5oz-tea-cup-set,jenaer-glas-concept-5oz-tea-cup-set.html,Block after Info Column,,,,Use config,Use config,60,,350,,,,Disabled,"Catalog, Search",Taxable Goods,"Combining aesthetic appeal with functionality, each piece from the Jenaer Glas Concept series has been intricately designed to suit the needs of the modern kitchen.",test description,,,4/24/2013 0:00:00,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jenaer Glas Gourmet 5oz Tea Cup Set,0,simple,,,,,,,,,,,,,"An ideal tool for the tea connoisseur, Jenaer Glas is flavor-neutral and does not discolour. Jenaer Glas芫｢ resistance to extreme temperatures make it a valuable companion to enjoy your beverage with. Jenaer Glas products are dishwasher-friendly.  ",
admin,base,Default,simple,"5,6,7,16,21,56,66,81,84,93,95",GOUR0004-01,0,Jour de Fete (10 gr),,,,,,,jour-de-fete,jour-de-fete.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jour de Fete (10 gr),0,simple,,,,,,,,,"Black tea blend of candied orange, spices, and a sprinkling of gold dust.",96-98乎C,2g for 200ml,3-5 mins,Spread a little festive cheer with spices and sprightly flavours. A dash of gold to brighten up the atmosphere.,
admin,base,Default,simple,"5,6,7,16,21,56,66,81,84,93,95",GOUR0004-02,0,Jour de Fete (100 gr),,,,,,,jour-de-fete,jour-de-fete-2071.html,Block after Info Column,,,,Use config,Use config,25,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jour de Fete (100 gr),0,simple,,,,,,,,,"Black tea blend of candied orange, spices, and a sprinkling of gold dust.",96-98乎C,2g for 200ml,3-5 mins,Spread a little festive cheer with spices and sprightly flavours. A dash of gold to brighten up the atmosphere.,
admin,base,Default,simple,"5,6,7,16,21,56,66,81,84,93,95",GOUR0004-04,0,Jour de Fete (200 gr) -10% Off,,,,,,,jour-de-fete,jour-de-fete-2074.html,Block after Info Column,/,/,/,Use config,Use config,45,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Jour de Fete (200 gr) -10% Off,0,simple,,,,,,,,,"Black tea blend of candied orange, spices, and a sprinkling of gold dust.",96-98乎C,2g for 200ml,3-5 mins,Spread a little festive cheer with spices and sprightly flavours. A dash of gold to brighten up the atmosphere.,
admin,base,Default,simple,"5,6,7,16,21,56,66,81,84,93,95",GOUR0004-03,0,Jour de Fete (50 gr),,,,,,,jour-de-fete,jour-de-fete-2072.html,Block after Info Column,,,,Use config,Use config,12.5,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jour de Fete (50 gr),0,simple,,,,,,,,,"Black tea blend of candied orange, spices, and a sprinkling of gold dust.",96-98乎C,2g for 200ml,3-5 mins,Spread a little festive cheer with spices and sprightly flavours. A dash of gold to brighten up the atmosphere.,
admin,base,Default,grouped,"5,6,7,16,21,56,66,81,84,93,95",GOUR0004,0,Jour de Fete Black Tea,,,,,,,jour-de-fete,jour-de-fete-2073.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,,,1,1,0,0,1,0,1,0,0,0,1,Jour de Fete Black Tea,0,grouped,,,,,,,,,"Black tea blend of candied orange, spices, and a sprinkling of gold dust.",96-98乎C,2g for 200ml,3-5 mins,Spread a little festive cheer with spices and sprightly flavours. A dash of gold to brighten up the atmosphere.,
admin,base,Default,simple,56,GC0009,0,Jun Shan Silver Needle,,,,,,,jun-shan-silver-needle,jun-shan-silver-needle.html,Block after Info Column,,,,Use config,Use config,78,,40,,,,Disabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,0,,1,1,1,0,0,1,0,1,0,0,0,1,Jun Shan Silver Needle,0,simple,,,,,,,,,Downy long buds.,70-80乎C,2g for 200ml,3-4 mins,Imperial harvest of one of China's rarest teas. Only 5 kilograms are produced each year.,
admin,base,Default,simple,"4,5,6,7,11,16,18,23,56,84,88,91",GC0018,0,Keemun Red Gongfu,,,,,,,keemun-red-gongfu,keemun-red-gongfu.html,Block after Info Column,,,,Use config,Use config,38,31.2,80,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/27/2014 0:00:00,2/2/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Keemun Red Gongfu,0,simple,,,,,,,,,Tightly twisted black leaves and golden buds.,96-98乎C,2g for 200ml,2-4mins,"Keemun teas are harvested from the fields amongst the Yellow Mountains and the Yangtze River, making it one of the most renowned Chinese black teas. ",
admin,base,Default,simple,56,GOUR0078-02,0,Lapsang Gold (100 gr),,,,,,,lapsang-gold,lapsang-gold-437.html,Block after Info Column,/,/,/,Use config,Use config,18,,110,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lapsang Gold (100 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0078-03,0,Lapsang Gold (200 gr) -10% Off,,,,,,,lapsang-gold,lapsang-gold-438.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lapsang Gold (200 gr) -10% Off,0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0078-01,0,Lapsang Gold (50 gr),,,,,,,lapsang-gold,lapsang-gold-436.html,Block after Info Column,/,/,/,Use config,Use config,9,,50,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,2/24/2015 0:00:00,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lapsang Gold (50 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,grouped,56,GOUR0078,0,Lapsang Gold Black Tea,,,,,,,lapsang-gold,lapsang-gold.html,Block after Info Column,/,/,/,,,,,,,,,Disabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lapsang Gold Black Tea,0,grouped,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0079-02,0,Lapsang Souchong (100 gr),,,,,,,lapsang-souchong,lapsang-souchong-441.html,Block after Info Column,/,/,/,Use config,Use config,18,,110,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lapsang Souchong (100 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0079-03,0,Lapsang Souchong (200 gr) -10% Off,,,,,,,lapsang-souchong,lapsang-souchong-442.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lapsang Souchong (200 gr) -10% Off,0,simple,,,,,,,,,,,,,,
admin,base,Default,simple,56,GOUR0079-01,0,Lapsang Souchong (50 gr),,,,,,,lapsang-souchong,lapsang-souchong-444.html,Block after Info Column,/,/,/,Use config,Use config,9,,50,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,2/24/2015 0:00:00,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lapsang Souchong (50 gr),0,simple,,,,,,,,,,,,,,
admin,base,Default,grouped,56,GOUR0079,0,Lapsang Souchong Black Tea,,,,,,,lapsang-souchong,lapsang-souchong.html,Block after Info Column,/,/,/,,,,,,,,,Disabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,0,1,0,1,0,1,0,0,0,1,Lapsang Souchong Black Tea,0,grouped,,,,,,,,,,,,,,
admin,base,Default,simple,"5,6,7,17,20,22,56,66,83,85,88,89,93,94",GOUR0063-01,0,Lavender (10 gr),,,,,,,lavender,lavender.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lavender (10 gr),0,simple,,,,,,,,,Egyptian lavender florets.,100乎C,2g for 200ml,6-8 mins,"A prized commodity in ancient Rome, lavender was used for sacred ceremonies. Today it is popular for its sweet fragrance and its relaxing properties. ",
admin,base,Default,simple,"5,6,7,17,20,22,56,66,83,85,88,89,93,94",GOUR0063-02,0,Lavender (100 gr),,,,,,,lavender,lavender-2286.html,Block after Info Column,,,,Use config,Use config,25,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lavender (100 gr),0,simple,,,,,,,,,Egyptian lavender florets.,100乎C,2g for 200ml,6-8 mins,"A prized commodity in ancient Rome, lavender was used for sacred ceremonies. Today it is popular for its sweet fragrance and its relaxing properties. ",
admin,base,Default,simple,"5,6,7,17,20,22,56,66,83,85,88,89,93,94",GOUR0063-04,56,Lavender (200 gr) -10% Off,,,,,,,lavender,lavender-2289.html,Block after Info Column,/,/,/,Use config,Use config,45,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lavender (200 gr) -10% Off,0,simple,,,,,,,,,Egyptian lavender florets.,100乎C,2g for 200ml,6-8 mins,"A prized commodity in ancient Rome, lavender was used for sacred ceremonies. Today it is popular for its sweet fragrance and its relaxing properties. ",
admin,base,Default,simple,"5,6,7,17,20,22,56,66,83,85,88,89,93,94",GOUR0063-03,0,Lavender (50 gr),,,,,,,lavender,lavender-2287.html,Block after Info Column,,,,Use config,Use config,12.5,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lavender (50 gr),0,simple,,,,,,,,,Egyptian lavender florets.,100乎C,2g for 200ml,6-8 mins,"A prized commodity in ancient Rome, lavender was used for sacred ceremonies. Today it is popular for its sweet fragrance and its relaxing properties. ",
admin,base,Default,grouped,"5,6,7,17,20,22,56,66,83,85,88,89,93,94",GOUR0063,0,Lavender Herb Tea,,,,,,,lavender,lavender-2288.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Lavender Herb Tea,0,grouped,,,,,,,,,Egyptian lavender florets.,100乎C,2g for 200ml,6-8 mins,"A prized commodity in ancient Rome, lavender was used for sacred ceremonies. Today it is popular for its sweet fragrance and its relaxing properties. ",
admin,base,Default,simple,"5,6,7,17,20,22,56,66,83,85,88,89,93,94",ART0012,0,Lemon Ginger Mint Tea,Caffeine-Free Tea | Lemon Ginger Mint | Artisan Selection | Mint Tea,"A herbal tisane of peppermint and lemon myrtle, enjoy a cup of soothing mint tea for the tummy after a hard day's work. The perfect drink for evenings",,,,,lemon-ginger-mint,lemon-ginger-mint.html,Block after Info Column,,,,Use config,Use config,16.6,,200,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lemon Ginger Mint Tea,0,simple,,,,,,,,,Herbal tisane of peppermint and lemon myrtle.,100乎C,2g for 200ml,6-8 mins,"Soothing for the tummy and refreshing for the mind after a hard day, perfect for evenings.  ",
admin,base,Default,grouped,56,GOUR0065,0,Lemon Myrtle,,,,,,,lemon-myrtle,lemon-myrtle-2229.html,Block after Info Column,,,,,,,,,,,,Disabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Lemon Myrtle,0,grouped,,,,,,,,,Flakes of dried lemon myrtle leaves.,100乎C,2g for 200ml,6-8 mins,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,
admin,base,Default,simple,56,GOUR0065-01,0,Lemon Myrtle (10 gr),,,,,,,lemon-myrtle,lemon-myrtle.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lemon Myrtle (10 gr),0,simple,,,,,,,,,Flakes of dried lemon myrtle leaves.,100乎C,2g for 200ml,6-8 mins,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,
admin,base,Default,simple,56,GOUR0065-02,0,Lemon Myrtle (100 gr),,,,,,,lemon-myrtle,lemon-myrtle-2227.html,Block after Info Column,,,,Use config,Use config,25,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lemon Myrtle (100 gr),0,simple,,,,,,,,,Flakes of dried lemon myrtle leaves.,100乎C,2g for 200ml,6-8 mins,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,
admin,base,Default,simple,56,GOUR0065-03,0,Lemon Myrtle (50 gr),,,,,,,lemon-myrtle,lemon-myrtle-2228.html,Block after Info Column,,,,Use config,Use config,12.5,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lemon Myrtle (50 gr),0,simple,,,,,,,,,Flakes of dried lemon myrtle leaves.,100乎C,2g for 200ml,6-8 mins,Lemon myrtle is used in lieu of lemon to give desserts their lemony flavour. Possesses anti-microbial properties.,
admin,base,Default,simple,"5,6,7,8,22,23,56,61,70,78,88,90,93,95",GOUR0064-01,0,Lemongrass (10 gr),,,,,,,lemongrass,lemongrass.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lemongrass (10 gr),0,simple,,,,,,,,,Shaven spirals of lemongrass.,100乎C,2g for 200ml,6-8 mins,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",
admin,base,Default,simple,"5,6,7,8,22,23,56,61,70,78,88,90,93,95",GOUR0064-02,0,Lemongrass (100 gr),,,,,,,lemongrass,lemongrass-2284.html,Block after Info Column,,,,Use config,Use config,16,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lemongrass (100 gr),0,simple,,,,,,,,,Shaven spirals of lemongrass.,100乎C,2g for 200ml,6-8 mins,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",
admin,base,Default,simple,"5,6,7,8,22,23,56,61,70,78,88,90,93,95",GOUR0064-04,56,Lemongrass (200 gr) -10% Off,,,,,,,lemongrass,lemongrass-2287.html,Block after Info Column,/,/,/,Use config,Use config,28.8,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lemongrass (200 gr) -10% Off,0,simple,,,,,,,,,Shaven spirals of lemongrass.,100乎C,2g for 200ml,6-8 mins,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",
admin,base,Default,simple,"5,6,7,8,22,23,56,61,70,78,88,90,93,95",GOUR0064-03,0,Lemongrass (50 gr),,,,,,,lemongrass,lemongrass-2285.html,Block after Info Column,,,,Use config,Use config,8,,50,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lemongrass (50 gr),0,simple,,,,,,,,,Shaven spirals of lemongrass.,100乎C,2g for 200ml,6-8 mins,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",
admin,base,Default,grouped,"5,6,7,8,22,23,56,61,70,78,88,90,93,95",GOUR0064,0,Lemongrass Herb Tea,,,,,,,lemongrass,lemongrass-2286.html,Block after Info Column,,,,,,,,,,,,Enabled,"Catalog, Search",,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1,Lemongrass Herb Tea,0,grouped,,,,,,,,,Shaven spirals of lemongrass.,100乎C,2g for 200ml,6-8 mins,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",
admin,base,Default,simple,"4,5,6,7,11,15,18,56,82,88,91",GC0004,0,Lion's Peak Dragonwell,,,,,,,lion-peak-dragonwell,lion-peak-dragonwell.html,Block after Info Column,,,,Use config,Use config,68,55.8,60,,,,Enabled,"Catalog, Search",Taxable Goods,test description,test description,,,1/13/2014 0:00:00,1/19/2014 0:00:00,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lion's Peak Dragonwell,0,simple,,,,,,,,,Flat greenish yellow leaves of roasted green tea.,70-80乎C,2g for 200ml,3-4 mins,"Inarguably the most famous Chinese green tea, this is of the highest quality among Dragonwell teas, and a favourite of past Qing dynasty emperors. ",
admin,base,Default,simple,"4,5,6,7,11,15,21,23,56,84,88,90,93,95",GOUR0022-01,0,Lollipop (10 gr),,,,,,,lollipop,lollipop.html,Block after Info Column,,,,Use config,Use config,5,,20,,,,Disabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lollipop (10 gr),0,simple,,,,,,,,,Jade needle tea blended with strawberries.,70-80乎C,2g for 200ml,3-4 mins,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,
admin,base,Default,simple,"4,5,6,7,11,15,21,23,56,84,88,90,93,95",GOUR0022-02,0,Lollipop (100 gr),,,,,,,lollipop,lollipop-2139.html,Block after Info Column,,,,Use config,Use config,18,,110,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,99,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Lollipop (100 gr),0,simple,,,,,,,,,Jade needle tea blended with strawberries.,70-80乎C,2g for 200ml,3-4 mins,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,
admin,base,Default,simple,"4,5,6,7,11,15,21,23,56,84,88,90,93,95",GOUR0022-04,0,Lollipop (200 gr) -10% Off,,,,,,,lollipop,lollipop-2142.html,Block after Info Column,/,/,/,Use config,Use config,32.4,,220,,,,Enabled,Not Visible Individually,Taxable Goods,test description,test description,,,,,,,,,0,0,1,0,0,1,1,1,0,1,0,30/4/15 6:56,0,1,0,1,1,1,0,1,0,0,1,1,Lollipop (200 gr) -10% Off,0,simple,,,,,,,,,Jade needle tea blended with strawberries.,70-80乎C,2g for 200ml,3-4 mins,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,
